501.45,-40.56,353.03,0.2413,0.32732,-2.9312
506.3,-39.36,351.33,0.24131,0.62649,-2.9484
511.15,-38.17,347.72,0.24131,0.3877,-2.9548
516,-36.98,345.68,0.24131,0.059731,-3.0318
520.85,-35.78,345.38,0.24131,-0.064405,-3.0981
525.7,-34.59,345.7,0.2413,-0.060616,-3.1002
530.55,-33.4,346.01,0.24131,-0.096462,-3.1088
535.4,-32.2,346.49,0.24131,-0.16105,3.1276
540.25,-31.01,347.3,0.24131,-0.23206,3.0817
545.1,-29.81,348.48,0.24131,-0.30587,3.0354
549.95,-28.62,350.06,0.24131,-0.387,2.9916
554.8,-27.43,352.09,0.24131,-0.47267,2.9494
559.65,-26.23,354.65,0.2413,-0.55317,2.9086
564.5,-25.04,357.73,0.2413,-0.48724,2.8886
569.35,-23.85,360.38,0.24131,-0.38979,2.9262
574.2,-22.65,362.43,0.24131,-0.29944,2.9763
579.05,-21.46,363.97,0.24131,-0.21086,3.0215
583.9,-20.27,365.04,0.24131,-0.12374,3.0691
588.75,-19.07,365.66,0.24131,-0.043022,3.0961
593.6,-17.88,365.88,0.24131,0.0028665,3.1317
598.45,-16.69,365.86,0.24131,0.069046,3.1298
603.3,-15.49,365.52,0.24131,0.1754,3.1259
608.15,-14.3,364.63,0.2413,0.28423,3.1301
613,-13.1,363.17,0.24131,0.39664,3.1252
617.85,-11.91,361.08,0.2413,0.51858,3.1255
622.7,-10.72,358.23,0.2413,0.61326,3.1204
627.55,-9.52,354.72,0.24131,0.52585,3.115
632.4,-8.33,351.82,0.2413,0.41225,3.1092
637.25,-7.14,349.63,0.24131,0.3092,3.1019
642.1,-5.94,348.04,0.24131,0.20968,3.0973
646.95,-4.75,346.97,0.24131,0.10884,3.0929
651.8,-3.56,346.43,0.24131,0.05968,3.088
656.65,-2.36,346.13,0.24131,0.06299,3.0851
661.5,-1.17,345.82,0.2413,0.064003,3.0794
666.35,0.02,345.5,0.2413,0.064003,3.0649
666.02,-11.88,346.13,-1.4674,-0.0062505,3.0887
666.54,-16.84,346.16,-1.4674,0.012036,3.0903
667.05,-21.8,346.1,-1.4674,0.028309,3.0917
667.57,-26.76,345.96,-1.4674,0.044752,3.0925
668.08,-31.72,345.74,-1.4674,0.057166,3.0953
668.6,-36.68,345.45,-1.4674,0.068327,3.0963
669.11,-41.644,345.11,-1.4674,0.079303,3.0958
669.62,-46.606,344.71,-1.4674,0.087886,3.0966
670.14,-51.567,344.27,-1.4674,0.094844,3.098
670.65,-56.528,343.8,-1.4674,0.10234,3.0977
671.17,-61.49,343.28,-1.4674,0.10757,3.0772
671.68,-66.451,342.75,-1.4674,0.10395,3.0769
672.2,-71.412,342.23,-1.4674,0.1055,3.0309
672.71,-76.374,341.7,-1.4674,0.10178,3.0223
673.23,-81.335,341.19,-1.4674,0.10154,2.9885
673.74,-86.296,340.68,-1.4674,0.094648,2.9718
674.26,-91.258,340.21,-1.4674,0.094648,2.9394
665.86,-97.542,342.62,3.0919,-0.43132,-3.1069
660.86,-97.293,344.92,3.0919,-0.514,-3.0708
655.87,-97.045,347.75,3.0919,-0.56839,-3.0275
650.88,-96.797,350.94,3.0919,-0.4882,-3.0254
645.88,-96.548,353.6,3.0919,-0.39549,-3.0874
640.89,-96.3,355.68,3.0919,-0.30588,-3.122
635.89,-96.052,357.26,3.0919,-0.22073,3.1083
630.9,-95.803,358.38,3.0919,-0.13648,3.0793
625.91,-95.555,359.07,3.0919,-0.054821,3.038
620.91,-95.306,359.34,3.0919,-0.019849,3.0094
615.92,-95.058,359.44,3.0919,-0.017012,3.0078
610.93,-94.81,359.53,3.0919,-0.01264,3.0085
605.93,-94.561,359.59,3.0919,-0.0088264,3.0085
600.94,-94.313,359.64,3.0919,-0.0042934,3.0092
595.94,-94.064,359.66,3.0919,-0.0075889,3.0104
590.95,-93.816,359.7,3.0919,-0.0066722,3.0099
585.96,-93.568,359.73,3.0919,-0.00091334,3.0079
580.96,-93.319,359.73,3.0919,0.003369,3.0079
575.97,-93.071,359.72,3.0919,0.0068316,3.0097
570.98,-92.822,359.68,3.0919,0.056231,3.0088
565.98,-92.574,359.4,3.0919,0.14491,3.0392
560.99,-92.326,358.67,3.0919,0.23771,3.0678
556,-92.077,357.46,3.0919,0.33031,3.1032
551,-91.829,355.75,3.0919,0.4306,3.1312
546.01,-91.581,353.45,3.0919,0.53351,-3.1108
541.01,-91.332,350.5,3.0919,0.56681,-3.0664
536.02,-91.084,347.31,3.0919,0.47545,-3.0872
531.03,-90.835,344.74,3.0919,0.38768,-3.1322
526.03,-90.587,342.7,3.0919,0.30211,3.1155
521.04,-90.339,341.14,3.0919,0.22148,3.0889
516.05,-90.09,340.01,3.0919,0.22148,3.0509
